('Number of classes:', 32)
_________________________________________________________________
Layer (type)                 Output Shape              Param #   
=================================================================
the_input (InputLayer)       (None, 32, 120, 1)        0         
_________________________________________________________________
conv1 (Conv2D)               (None, 32, 120, 64)       640       
_________________________________________________________________
max1 (MaxPooling2D)          (None, 16, 60, 64)        0         
_________________________________________________________________
conv2 (Conv2D)               (None, 16, 60, 128)       73856     
_________________________________________________________________
max2 (MaxPooling2D)          (None, 8, 30, 128)        0         
_________________________________________________________________
conv3_1 (Conv2D)             (None, 8, 30, 256)        295168    
_________________________________________________________________
conv3_2 (Conv2D)             (None, 8, 30, 256)        590080    
_________________________________________________________________
max3 (MaxPooling2D)          (None, 4, 30, 256)        0         
_________________________________________________________________
conv4_1 (Conv2D)             (None, 4, 30, 512)        1180160   
_________________________________________________________________
conv4_2 (Conv2D)             (None, 4, 30, 512)        2359808   
_________________________________________________________________
max4 (MaxPooling2D)          (None, 2, 30, 512)        0         
_________________________________________________________________
permute_1 (Permute)          (None, 512, 2, 30)        0         
_________________________________________________________________
reshape (Reshape)            (None, 30, 1024)          0         
_________________________________________________________________
bidirectional_1 (Bidirection (None, 30, 512)           1967616   
_________________________________________________________________
bidirectional_2 (Bidirection (None, 30, 512)           1181184   
_________________________________________________________________
dense2 (Dense)               (None, 30, 33)            16929     
_________________________________________________________________
softmax (Activation)         (None, 30, 33)            0         
=================================================================
Total params: 7,665,441
Trainable params: 7,665,441
Non-trainable params: 0
_________________________________________________________________
Super epoch 1/50
	 -Trainning from 0 to 10000
	 -Trainning from 20000 to 30000
	 Loss: 1.605
	 -Trainning from 30000 to 40000
	 Loss: 1.546
	 -Trainning from 40000 to 50000
	 Loss: 1.503
	 -Trainning from 50000 to 60000
	 Loss: 1.387
	 -Trainning from 60000 to 70000
	 Loss: 1.346
	 -Trainning from 70000 to 80000
	 Loss: 1.266
	 -Trainning from 80000 to 90000
	 Loss: 1.173

 --Mean edit distance: 1.212, mean normalized edit distance: 0.273
Super epoch 5/50
	 -Trainning from 0 to 10000
	 Loss: 1.097
	 -Trainning from 10000 to 20000
	 Loss: 1.089
	 -Trainning from 20000 to 30000
	 Loss: 0.973
	 -Trainning from 30000 to 40000
	 Loss: 0.934
	 -Trainning from 40000 to 50000
	 Loss: 0.943
	 -Trainning from 50000 to 60000
	 Loss: 0.859
	 -Trainning from 60000 to 70000
	 Loss: 0.837
	 -Trainning from 70000 to 80000
	 Loss: 0.801
	 -Trainning from 80000 to 90000
	 Loss: 0.809

 --Mean edit distance: 1.210, mean normalized edit distance: 0.269
Super epoch 6/50
	 -Trainning from 0 to 10000
	 Loss: 0.714
	 -Trainning from 10000 to 20000
	 Loss: 0.721
	 -Trainning from 20000 to 30000
	 Loss: 0.643
	 -Trainning from 30000 to 40000
	 Loss: 0.638
	 -Trainning from 40000 to 50000
	 Loss: 0.644
	 -Trainning from 50000 to 60000
	 Loss: 0.589
	 -Trainning from 60000 to 70000
	 Loss: 0.581
	 -Trainning from 70000 to 80000
	 Loss: 0.570
	 -Trainning from 80000 to 90000
	 Loss: 0.558

 --Mean edit distance: 0.948, mean normalized edit distance: 0.198
Super epoch 7/50
	 -Trainning from 0 to 10000
	 Loss: 0.521
	 -Trainning from 10000 to 20000
	 Loss: 0.528
	 -Trainning from 20000 to 30000
	 Loss: 0.488
	 -Trainning from 30000 to 40000
	 Loss: 0.472
	 -Trainning from 40000 to 50000
	 Loss: 0.487
	 -Trainning from 50000 to 60000
	 Loss: 0.446
	 -Trainning from 60000 to 70000
	 Loss: 0.457
	 -Trainning from 70000 to 80000
	 Loss: 0.455
	 -Trainning from 80000 to 90000
	 Loss: 0.438

 --Mean edit distance: 1.052, mean normalized edit distance: 0.233
Super epoch 8/50
	 -Trainning from 0 to 10000
	 Loss: 0.419
	 -Trainning from 10000 to 20000
	 Loss: 0.423
	 -Trainning from 20000 to 30000
	 Loss: 0.389
	 -Trainning from 30000 to 40000
	 Loss: 0.385
	 -Trainning from 40000 to 50000
	 Loss: 0.394
	 -Trainning from 50000 to 60000
	 Loss: 0.377
	 -Trainning from 60000 to 70000
	 Loss: 0.371
	 -Trainning from 70000 to 80000
	 Loss: 0.369
	 -Trainning from 80000 to 90000
	 Loss: 0.384

 --Mean edit distance: 1.096, mean normalized edit distance: 0.232
Super epoch 9/50
	 -Trainning from 0 to 10000
	 Loss: 0.351
	 -Trainning from 10000 to 20000
	 Loss: 0.374
	 -Trainning from 20000 to 30000
	 Loss: 0.341
	 -Trainning from 30000 to 40000
	 Loss: 0.327
	 -Trainning from 40000 to 50000
	 Loss: 0.349
	 -Trainning from 50000 to 60000
	 Loss: 0.342
	 -Trainning from 60000 to 70000
	 Loss: 0.334
	 -Trainning from 70000 to 80000
	 Loss: 0.327
	 -Trainning from 80000 to 90000
	 Loss: 0.332

 --Mean edit distance: 0.816, mean normalized edit distance: 0.176
Super epoch 10/50
	 -Trainning from 0 to 10000
	 Loss: 0.308
	 -Trainning from 10000 to 20000
	 Loss: 0.314
	 -Trainning from 20000 to 30000
	 Loss: 0.299
	 -Trainning from 30000 to 40000
	 Loss: 0.307
	 -Trainning from 40000 to 50000
	 Loss: 0.308
	 -Trainning from 50000 to 60000
	 Loss: 0.288
	 -Trainning from 60000 to 70000
	 Loss: 0.296
	 -Trainning from 70000 to 80000
	 Loss: 0.313
	 -Trainning from 80000 to 90000
	 Loss: 0.305

 --Mean edit distance: 0.724, mean normalized edit distance: 0.151
Super epoch 11/50
	 -Trainning from 0 to 10000
	 Loss: 0.279
	 -Trainning from 10000 to 20000
	 Loss: 0.301
	 -Trainning from 20000 to 30000
	 Loss: 0.270
	 -Trainning from 30000 to 40000
	 Loss: 0.266
	 -Trainning from 40000 to 50000
	 Loss: 0.288
	 -Trainning from 50000 to 60000
	 Loss: 0.282
	 -Trainning from 60000 to 70000
	 Loss: 0.281
	 -Trainning from 70000 to 80000
	 Loss: 0.270
	 -Trainning from 80000 to 90000
	 Loss: 0.275

 --Mean edit distance: 0.755, mean normalized edit distance: 0.149
Super epoch 12/50
	 -Trainning from 0 to 10000
	 Loss: 0.267
	 -Trainning from 10000 to 20000
	 Loss: 0.259
	 -Trainning from 20000 to 30000
	 Loss: 0.272
	 -Trainning from 30000 to 40000
	 Loss: 0.273
	 -Trainning from 40000 to 50000
	 Loss: 0.284
	 -Trainning from 50000 to 60000
	 Loss: 0.239
	 -Trainning from 60000 to 70000
	 Loss: 0.258
	 -Trainning from 70000 to 80000
	 Loss: 0.258
	 -Trainning from 80000 to 90000
	 Loss: 0.257

 --Mean edit distance: 0.692, mean normalized edit distance: 0.136
Super epoch 13/50
	 -Trainning from 0 to 10000
	 Loss: 0.251
	 -Trainning from 10000 to 20000
	 Loss: 0.251
	 -Trainning from 20000 to 30000
	 Loss: 0.246
	 -Trainning from 30000 to 40000
	 Loss: 0.252
	 -Trainning from 40000 to 50000
	 Loss: 0.249
	 -Trainning from 50000 to 60000
	 Loss: 0.237
	 -Trainning from 60000 to 70000
	 Loss: 0.251
	 -Trainning from 70000 to 80000
	 Loss: 0.239
	 -Trainning from 80000 to 90000
	 Loss: 0.258

 --Mean edit distance: 0.831, mean normalized edit distance: 0.166
Super epoch 14/50
	 -Trainning from 0 to 10000
	 Loss: 0.232
	 -Trainning from 10000 to 20000
	 Loss: 0.241
	 -Trainning from 20000 to 30000
	 Loss: 0.227
	 -Trainning from 30000 to 40000
	 Loss: 0.235
	 -Trainning from 40000 to 50000
	 Loss: 0.228
	 -Trainning from 50000 to 60000
	 Loss: 0.235
	 -Trainning from 60000 to 70000
	 Loss: 0.237
	 -Trainning from 70000 to 80000
	 Loss: 0.245
	 -Trainning from 80000 to 90000
	 Loss: 0.237

 --Mean edit distance: 0.833, mean normalized edit distance: 0.166
Super epoch 15/50
	 -Trainning from 0 to 10000
	 Loss: 0.211
	 -Trainning from 10000 to 20000
	 Loss: 0.220
	 -Trainning from 20000 to 30000
	 Loss: 0.236
	 -Trainning from 30000 to 40000
	 Loss: 0.209
	 -Trainning from 40000 to 50000
	 Loss: 0.241
	 -Trainning from 50000 to 60000
	 Loss: 0.219
	 -Trainning from 60000 to 70000
	 Loss: 0.228
	 -Trainning from 70000 to 80000
	 Loss: 0.235
	 -Trainning from 80000 to 90000
	 Loss: 0.246

 --Mean edit distance: 0.924, mean normalized edit distance: 0.195
Super epoch 16/50
	 -Trainning from 0 to 10000
	 Loss: 0.240
	 -Trainning from 10000 to 20000
	 Loss: 0.213
	 -Trainning from 20000 to 30000
	 Loss: 0.210
	 -Trainning from 30000 to 40000
	 Loss: 0.225
	 -Trainning from 40000 to 50000
	 Loss: 0.220
	 -Trainning from 50000 to 60000
	 Loss: 0.218
	 -Trainning from 60000 to 70000
	 Loss: 0.217
	 -Trainning from 70000 to 80000
	 Loss: 0.226
	 -Trainning from 80000 to 90000
	 Loss: 0.218

 --Mean edit distance: 0.922, mean normalized edit distance: 0.192
Super epoch 17/50
	 -Trainning from 0 to 10000
	 Loss: 0.215
	 -Trainning from 10000 to 20000
	 Loss: 0.218
	 -Trainning from 20000 to 30000
	 Loss: 0.207
	 -Trainning from 30000 to 40000
	 Loss: 0.213
	 -Trainning from 40000 to 50000
	 Loss: 0.216
	 -Trainning from 50000 to 60000
	 Loss: 0.226
	 -Trainning from 60000 to 70000
	 Loss: 0.213
	 -Trainning from 70000 to 80000
	 Loss: 0.214
	 -Trainning from 80000 to 90000
	 Loss: 0.215

 --Mean edit distance: 0.852, mean normalized edit distance: 0.169
Super epoch 18/50
	 -Trainning from 0 to 10000
	 Loss: 0.233
	 -Trainning from 10000 to 20000
	 Loss: 0.237
	 -Trainning from 20000 to 30000
	 Loss: 0.205
	 -Trainning from 30000 to 40000
	 Loss: 0.207
	 -Trainning from 40000 to 50000
	 Loss: 0.229
	 -Trainning from 50000 to 60000
	 Loss: 0.227
	 -Trainning from 60000 to 70000
	 Loss: 0.217
	 -Trainning from 70000 to 80000
	 Loss: 0.202
	 -Trainning from 80000 to 90000
	 Loss: 0.216

 --Mean edit distance: 0.801, mean normalized edit distance: 0.159
Super epoch 19/50
	 -Trainning from 0 to 10000
	 Loss: 0.195
	 -Trainning from 10000 to 20000
	 Loss: 0.211
	 -Trainning from 20000 to 30000
	 Loss: 0.201
	 -Trainning from 30000 to 40000
	 Loss: 0.194
	 -Trainning from 40000 to 50000
	 Loss: 0.226
	 -Trainning from 50000 to 60000
	 Loss: 0.198
	 -Trainning from 60000 to 70000
	 Loss: 0.216
	 -Trainning from 70000 to 80000
	 Loss: 0.210
	 -Trainning from 80000 to 90000
	 Loss: 0.199

 --Mean edit distance: 0.743, mean normalized edit distance: 0.144
Super epoch 20/50
	 -Trainning from 0 to 10000
	 Loss: 0.190
	 -Trainning from 10000 to 20000
	 Loss: 0.216
	 -Trainning from 20000 to 30000
	 Loss: 0.194
	 -Trainning from 30000 to 40000
	 Loss: 0.203
	 -Trainning from 40000 to 50000
	 Loss: 0.201
	 -Trainning from 50000 to 60000
	 Loss: 0.187
	 -Trainning from 60000 to 70000
	 Loss: 0.212
	 -Trainning from 70000 to 80000
	 Loss: 0.201
	 -Trainning from 80000 to 90000
	 Loss: 0.200

 --Mean edit distance: 0.835, mean normalized edit distance: 0.172
Super epoch 21/50
	 -Trainning from 0 to 10000
	 Loss: 0.199
	 -Trainning from 10000 to 20000
	 Loss: 0.203
	 -Trainning from 20000 to 30000
	 Loss: 0.209
	 -Trainning from 30000 to 40000
	 Loss: 0.201
	 -Trainning from 40000 to 50000
	 Loss: 0.194
	 -Trainning from 50000 to 60000
	 Loss: 0.212
	 -Trainning from 60000 to 70000
	 Loss: 0.200
	 -Trainning from 70000 to 80000
	 Loss: 0.196
	 -Trainning from 80000 to 90000
	 Loss: 0.209

 --Mean edit distance: 0.760, mean normalized edit distance: 0.157
Super epoch 22/50
	 -Trainning from 0 to 10000
	 Loss: 0.195
	 -Trainning from 10000 to 20000
	 Loss: 0.202
	 -Trainning from 20000 to 30000
	 Loss: 0.192
	 -Trainning from 30000 to 40000
	 Loss: 0.210
	 -Trainning from 40000 to 50000
	 Loss: 0.199
	 -Trainning from 50000 to 60000
	 Loss: 0.220
	 -Trainning from 60000 to 70000
	 Loss: 0.215
	 -Trainning from 70000 to 80000
	 Loss: 0.190
	 -Trainning from 80000 to 90000
	 Loss: 0.216

 --Mean edit distance: 0.939, mean normalized edit distance: 0.196
Super epoch 23/50
	 -Trainning from 0 to 10000
	 Loss: 0.190
	 -Trainning from 10000 to 20000
	 Loss: 0.190
	 -Trainning from 20000 to 30000
	 Loss: 0.181
	 -Trainning from 30000 to 40000
	 Loss: 0.194
	 -Trainning from 40000 to 50000
	 Loss: 0.203
	 -Trainning from 50000 to 60000
	 Loss: 0.196
	 -Trainning from 60000 to 70000
	 Loss: 0.182
	 -Trainning from 70000 to 80000
	 Loss: 0.190
	 -Trainning from 80000 to 90000
	 Loss: 0.214

 --Mean edit distance: 0.840, mean normalized edit distance: 0.170
Super epoch 24/50
	 -Trainning from 0 to 10000
	 Loss: 0.192
	 -Trainning from 10000 to 20000
	 Loss: 0.190
	 -Trainning from 20000 to 30000
	 Loss: 0.184
	 -Trainning from 30000 to 40000
	 Loss: 0.196
	 -Trainning from 40000 to 50000
	 Loss: 0.186
	 -Trainning from 50000 to 60000
	 Loss: 0.184
	 -Trainning from 60000 to 70000
	 Loss: 0.186
	 -Trainning from 70000 to 80000
	 Loss: 0.190
	 -Trainning from 80000 to 90000
	 Loss: 0.204

 --Mean edit distance: 0.844, mean normalized edit distance: 0.168
Super epoch 25/50
	 -Trainning from 0 to 10000
	 Loss: 0.190
	 -Trainning from 10000 to 20000
	 Loss: 0.195
	 -Trainning from 20000 to 30000
	 Loss: 0.193
	 -Trainning from 30000 to 40000
	 Loss: 0.196
	 -Trainning from 40000 to 50000
	 Loss: 0.184
	 -Trainning from 50000 to 60000
	 Loss: 0.219
	 -Trainning from 60000 to 70000
	 Loss: 0.196
	 -Trainning from 70000 to 80000
	 Loss: 0.189
	 -Trainning from 80000 to 90000
	 Loss: 0.206

 --Mean edit distance: 0.808, mean normalized edit distance: 0.160
Super epoch 26/50
	 -Trainning from 0 to 10000
	 Loss: 0.204
	 -Trainning from 10000 to 20000
	 Loss: 0.201
	 -Trainning from 20000 to 30000
	 Loss: 0.199
	 -Trainning from 30000 to 40000
	 Loss: 0.203
	 -Trainning from 40000 to 50000
	 Loss: 0.203
	 -Trainning from 50000 to 60000
	 Loss: 0.207
	 -Trainning from 60000 to 70000
	 Loss: 0.204
	 -Trainning from 70000 to 80000
	 Loss: 0.191
	 -Trainning from 80000 to 90000
	 Loss: 0.209

 --Mean edit distance: 0.773, mean normalized edit distance: 0.159
Super epoch 27/50
	 -Trainning from 0 to 10000
	 Loss: 0.201
	 -Trainning from 10000 to 20000
	 Loss: 0.186
	 -Trainning from 20000 to 30000
	 Loss: 0.186
	 -Trainning from 30000 to 40000
	 Loss: 0.188
	 -Trainning from 40000 to 50000
	 Loss: 0.200
	 -Trainning from 50000 to 60000
	 Loss: 0.222
	 -Trainning from 60000 to 70000
	 Loss: 0.197
	 -Trainning from 70000 to 80000
	 Loss: 0.184
	 -Trainning from 80000 to 90000
	 Loss: 0.187

 --Mean edit distance: 0.743, mean normalized edit distance: 0.149
Super epoch 28/50
	 -Trainning from 0 to 10000
	 Loss: 0.192
	 -Trainning from 10000 to 20000
	 Loss: 0.206
	 -Trainning from 20000 to 30000
	 Loss: 0.184
	 -Trainning from 30000 to 40000
	 Loss: 0.207
	 -Trainning from 40000 to 50000
	 Loss: 0.207
	 -Trainning from 50000 to 60000
	 Loss: 0.193
	 -Trainning from 60000 to 70000
	 Loss: 0.198
	 -Trainning from 70000 to 80000
	 Loss: 0.202
	 -Trainning from 80000 to 90000
	 Loss: 0.206

 --Mean edit distance: 0.751, mean normalized edit distance: 0.149
Super epoch 29/50
	 -Trainning from 0 to 10000
	 Loss: 0.185
	 -Trainning from 10000 to 20000
	 Loss: 0.186
	 -Trainning from 20000 to 30000
	 Loss: 0.177
	 -Trainning from 30000 to 40000
	 Loss: 0.194
	 -Trainning from 40000 to 50000
	 Loss: 0.207
	 -Trainning from 50000 to 60000
	 Loss: 0.189
	 -Trainning from 60000 to 70000
	 Loss: 0.196
	 -Trainning from 70000 to 80000
	 Loss: 0.195
	 -Trainning from 80000 to 90000
	 Loss: 0.190

 --Mean edit distance: 0.671, mean normalized edit distance: 0.135
Super epoch 30/50
	 -Trainning from 0 to 10000
	 Loss: 0.201
	 -Trainning from 10000 to 20000
	 Loss: 0.194
	 -Trainning from 20000 to 30000
	 Loss: 0.182
	 -Trainning from 30000 to 40000
	 Loss: 0.183
	 -Trainning from 40000 to 50000
	 Loss: 0.194
	 -Trainning from 50000 to 60000
	 Loss: 0.197
	 -Trainning from 60000 to 70000
	 Loss: 0.194
	 -Trainning from 70000 to 80000
	 Loss: 0.189
	 -Trainning from 80000 to 90000
	 Loss: 0.212

 --Mean edit distance: 0.732, mean normalized edit distance: 0.148
Super epoch 31/50
	 -Trainning from 0 to 10000
	 Loss: 0.205
	 -Trainning from 10000 to 20000
	 Loss: 0.202
	 -Trainning from 20000 to 30000
	 Loss: 0.201
	 -Trainning from 30000 to 40000
	 Loss: 0.182
	 -Trainning from 40000 to 50000
	 Loss: 0.201
	 -Trainning from 50000 to 60000
	 Loss: 0.205
	 -Trainning from 60000 to 70000
	 Loss: 0.192
	 -Trainning from 70000 to 80000
	 Loss: 0.203
	 -Trainning from 80000 to 90000
	 Loss: 0.195

 --Mean edit distance: 0.748, mean normalized edit distance: 0.151
Super epoch 32/50
	 -Trainning from 0 to 10000
	 Loss: 0.185
	 -Trainning from 10000 to 20000
	 Loss: 0.218
	 -Trainning from 20000 to 30000
	 Loss: 0.188
	 -Trainning from 30000 to 40000
	 Loss: 0.194
	 -Trainning from 40000 to 50000
	 Loss: 0.215
	 -Trainning from 50000 to 60000
	 Loss: 0.196
	 -Trainning from 60000 to 70000
	 Loss: 0.196
	 -Trainning from 70000 to 80000
	 Loss: 0.205
	 -Trainning from 80000 to 90000
	 Loss: 0.206

 --Mean edit distance: 0.758, mean normalized edit distance: 0.163
Super epoch 33/50
	 -Trainning from 0 to 10000
	 Loss: 0.201
	 -Trainning from 10000 to 20000
	 Loss: 0.202
	 -Trainning from 20000 to 30000
	 Loss: 0.192
	 -Trainning from 30000 to 40000
	 Loss: 0.208
	 -Trainning from 40000 to 50000
	 Loss: 0.202
	 -Trainning from 50000 to 60000
	 Loss: 0.206
	 -Trainning from 60000 to 70000
	 Loss: 0.209
	 -Trainning from 70000 to 80000
	 Loss: 0.218
	 -Trainning from 80000 to 90000
	 Loss: 0.192

 --Mean edit distance: 0.776, mean normalized edit distance: 0.156
Super epoch 34/50
	 -Trainning from 0 to 10000
	 Loss: 0.207
	 -Trainning from 10000 to 20000
	 Loss: 0.199
	 -Trainning from 20000 to 30000
	 Loss: 0.192
	 -Trainning from 30000 to 40000
	 Loss: 0.195
	 -Trainning from 40000 to 50000
	 Loss: 0.206
	 -Trainning from 50000 to 60000
	 Loss: 0.207
	 -Trainning from 60000 to 70000
	 Loss: 0.208
	 -Trainning from 70000 to 80000
	 Loss: 0.223
	 -Trainning from 80000 to 90000
	 Loss: 0.227

 --Mean edit distance: 0.775, mean normalized edit distance: 0.163
Super epoch 35/50
	 -Trainning from 0 to 10000
	 Loss: 0.209
	 -Trainning from 10000 to 20000
	 Loss: 0.221
	 -Trainning from 20000 to 30000
	 Loss: 0.192
	 -Trainning from 30000 to 40000
	 Loss: 0.223
	 -Trainning from 40000 to 50000
	 Loss: 0.230
	 -Trainning from 50000 to 60000
	 Loss: 0.208
	 -Trainning from 60000 to 70000
	 Loss: 0.200
	 -Trainning from 70000 to 80000
	 Loss: 0.220
	 -Trainning from 80000 to 90000
	 Loss: 0.224

 --Mean edit distance: 0.867, mean normalized edit distance: 0.171
Super epoch 36/50
	 -Trainning from 0 to 10000
	 Loss: 0.213
	 -Trainning from 10000 to 20000
	 Loss: 0.231
	 -Trainning from 20000 to 30000
	 Loss: 0.217
	 -Trainning from 30000 to 40000
	 Loss: 0.208
	 -Trainning from 40000 to 50000
	 Loss: 0.198
	 -Trainning from 50000 to 60000
	 Loss: 0.212
	 -Trainning from 60000 to 70000
	 Loss: 0.215
	 -Trainning from 70000 to 80000
	 Loss: 0.230
	 -Trainning from 80000 to 90000
	 Loss: 0.224

 --Mean edit distance: 0.817, mean normalized edit distance: 0.162
Super epoch 37/50
	 -Trainning from 0 to 10000
	 Loss: 0.215
	 -Trainning from 10000 to 20000
	 Loss: 0.217
	 -Trainning from 20000 to 30000
	 Loss: 0.205
	 -Trainning from 30000 to 40000
	 Loss: 0.233
	 -Trainning from 40000 to 50000
	 Loss: 0.230
	 -Trainning from 50000 to 60000
	 Loss: 0.212
	 -Trainning from 60000 to 70000
	 Loss: 0.241
	 -Trainning from 70000 to 80000
	 Loss: 0.216
	 -Trainning from 80000 to 90000
	 Loss: 0.217

 --Mean edit distance: 0.827, mean normalized edit distance: 0.163
Super epoch 38/50
	 -Trainning from 0 to 10000
	 Loss: 0.215
	 -Trainning from 10000 to 20000
	 Loss: 0.235
	 -Trainning from 20000 to 30000
	 Loss: 0.197
	 -Trainning from 30000 to 40000
	 Loss: 0.210
	 -Trainning from 40000 to 50000
	 Loss: 0.230
	 -Trainning from 50000 to 60000
	 Loss: 0.221
	 -Trainning from 60000 to 70000
	 Loss: 0.236
	 -Trainning from 70000 to 80000
	 Loss: 0.224
	 -Trainning from 80000 to 90000
	 Loss: 0.232

 --Mean edit distance: 0.795, mean normalized edit distance: 0.158
Super epoch 39/50
	 -Trainning from 0 to 10000
	 Loss: 0.229
	 -Trainning from 10000 to 20000
	 Loss: 0.254
	 -Trainning from 20000 to 30000
	 Loss: 0.217
	 -Trainning from 30000 to 40000
	 Loss: 0.227
	 -Trainning from 40000 to 50000
	 Loss: 0.238
	 -Trainning from 50000 to 60000
	 Loss: 0.238
	 -Trainning from 60000 to 70000
	 Loss: 0.251
	 -Trainning from 70000 to 80000
	 Loss: 0.224
	 -Trainning from 80000 to 90000
	 Loss: 0.247

 --Mean edit distance: 0.779, mean normalized edit distance: 0.165
Super epoch 40/50
	 -Trainning from 0 to 10000
	 Loss: 0.233
	 -Trainning from 10000 to 20000
	 Loss: 0.254
	 -Trainning from 20000 to 30000
	 Loss: 0.237
	 -Trainning from 30000 to 40000
	 Loss: 0.241
	 -Trainning from 40000 to 50000
	 Loss: 0.238
	 -Trainning from 50000 to 60000
	 Loss: 0.222
	 -Trainning from 60000 to 70000
	 Loss: 0.257
	 -Trainning from 70000 to 80000
	 Loss: 0.252
	 -Trainning from 80000 to 90000
	 Loss: 0.249

 --Mean edit distance: 0.792, mean normalized edit distance: 0.163
Super epoch 41/50
	 -Trainning from 0 to 10000
	 Loss: 0.243
	 -Trainning from 10000 to 20000
	 Loss: 0.243
	 -Trainning from 20000 to 30000
	 Loss: 0.232
	 -Trainning from 30000 to 40000
	 Loss: 0.271
	 -Trainning from 40000 to 50000
	 Loss: 0.290
	 -Trainning from 50000 to 60000
	 Loss: 0.267
	 -Trainning from 60000 to 70000
	 Loss: 0.276
	 -Trainning from 70000 to 80000
	 Loss: 0.274
	 -Trainning from 80000 to 90000
	 Loss: 0.263

 --Mean edit distance: 0.735, mean normalized edit distance: 0.151
Super epoch 42/50
	 -Trainning from 0 to 10000
	 Loss: 0.272
	 -Trainning from 10000 to 20000
	 Loss: 0.258
	 -Trainning from 20000 to 30000
	 Loss: 0.267
	 -Trainning from 30000 to 40000
	 Loss: 0.287
	 -Trainning from 40000 to 50000
	 Loss: 0.292
	 -Trainning from 50000 to 60000
	 Loss: 0.286
	 -Trainning from 60000 to 70000
	 Loss: 0.279
	 -Trainning from 70000 to 80000
	 Loss: 0.304
	 -Trainning from 80000 to 90000
	 Loss: 0.308

 --Mean edit distance: 0.748, mean normalized edit distance: 0.152
Super epoch 43/50
	 -Trainning from 0 to 10000
	 Loss: 0.297
	 -Trainning from 10000 to 20000
	 Loss: 0.303
	 -Trainning from 20000 to 30000
	 Loss: 0.287
	 -Trainning from 30000 to 40000
	 Loss: 0.292
	 -Trainning from 40000 to 50000
	 Loss: 0.339
	 -Trainning from 50000 to 60000
	 Loss: 0.306
	 -Trainning from 60000 to 70000
	 Loss: 0.334
	 -Trainning from 70000 to 80000
